,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,year_released,age,decades,day,month,markup,profitmargin,netprofit,genres,randomgenre
713,14,2014-02-07,The Monuments Men,70000000,78031620,158702748,2014,6,0,Friday,2,1.2671821142857145,0.5589238316150644,88702748,"['Action', 'Drama', 'History', 'War']",Drama
714,15,2016-09-23,Storks,70000000,72679278,183353431,2016,4,0,Friday,9,1.6193347285714286,0.6182236698914022,113353431,"['Adventure', 'Animation', 'Comedy', 'Family']",Animation
717,18,1994-06-17,Wolf,70000000,65011757,131011757,1994,26,2,Friday,6,0.8715965285714286,0.4656968076536826,61011757,['Drama'],Drama
718,19,2012-01-20,Underworld: Awakening,70000000,62321039,160379930,2012,8,0,Friday,1,1.2911418571428572,0.5635364100732554,90379930,"['Action', 'Fantasy', 'Horror']",Action
719,20,2017-09-22,The Lego Ninjago Movie,70000000,59281555,122737201,2017,3,0,Friday,9,0.7533885857142857,0.429675767170216,52737201,"['Action', 'Adventure', 'Animation', 'Family']",Family
720,21,2014-10-10,Dracula Untold,70000000,55991880,220241723,2014,6,0,Friday,10,2.1463103285714284,0.6821673975007906,150241723,"['Action', 'Drama', 'Fantasy', 'Horror', 'War']",Drama
721,22,2006-09-29,The Guardian,70000000,55011732,94973540,2006,14,1,Friday,9,0.3567648571428572,0.26295260764208644,24973540,['Drama'],Drama
724,25,2011-01-14,The Dilemma,70000000,48475290,70546865,2011,9,0,Friday,1,0.007812357142857143,0.0077517973335881046,546865,"['Comedy', 'Drama']",Comedy
728,29,2012-06-15,Rock of Ages,70000000,38518613,61031932,2012,8,0,Friday,6,-0.12811525714285715,-0.1469405884119808,-8968068,"['Comedy', 'Drama', 'Music', 'Romance']",Music
733,34,2002-06-07,Bad Company,70000000,30157016,69157016,2002,18,1,Friday,6,-0.01204262857142857,-0.012189421243970388,-842984,['Action'],Action
735,36,2016-01-29,The Finest Hours,70000000,27569558,49252761,2016,4,0,Friday,1,-0.2963891285714286,-0.4212401209345401,-20747239,"['Action', 'Drama', 'History', 'Thriller']",Thriller
736,37,2013-10-18,Escape Plan,70000000,25135965,103735965,2013,7,0,Friday,10,0.4819423571428572,0.325209921168613,33735965,"['Action', 'Thriller']",Action
737,38,2011-09-23,Killer Elite,70000000,25124986,65409046,2011,9,0,Friday,9,-0.06558505714285713,-0.07018836507720966,-4590954,"['Action', 'Adventure', 'Thriller']",Adventure
741,42,2014-01-10,The Legend of Hercules,70000000,18848538,58953319,2014,6,0,Friday,1,-0.15780972857142858,-0.18738013715563664,-11046681,"['Action', 'Adventure']",Adventure
746,47,2015-01-16,Blackhat,70000000,8005980,19665004,2015,5,0,Friday,1,-0.7190713714285715,-2.5596229728709945,-50334996,"['Action', 'Crime', 'Thriller']",Action
749,50,2010-07-09,Despicable Me,69000000,251513985,543464573,2010,10,1,Friday,7,6.87629815942029,0.873036802345532,474464573,"['Animation', 'Comedy', 'Family']",Comedy
750,51,2010-07-30,Dinner for Schmucks,69000000,73026337,86796502,2010,10,1,Friday,7,0.2579203188405797,0.20503708778494328,17796502,['Comedy'],Comedy
751,52,2018-03-02,Red Sparrow,69000000,46874505,145951861,2018,2,0,Friday,3,1.1152443623188406,0.5272413826912423,76951861,"['Mystery', 'Thriller']",Mystery
752,53,2010-06-30,The Twilight Saga: Eclipse,68000000,300531751,706102828,2010,10,1,Wednesday,6,9.383865117647057,0.9036967459929222,638102828,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Fantasy
754,55,2015-06-26,Ted 2,68000000,81476385,217214143,2015,5,0,Friday,6,2.194325632352941,0.6869448781702948,149214143,['Comedy'],Comedy
756,57,2011-02-25,Hall Pass,68000000,45060734,87173475,2011,9,0,Friday,2,0.2819628676470588,0.21994620496659106,19173475,"['Comedy', 'Romance']",Comedy
758,59,2003-03-21,Dreamcatcher,68000000,33685268,75685268,2003,17,1,Friday,3,0.11301864705882353,0.1015424560563094,7685268,['Documentary'],Documentary
761,62,2017-12-22,Downsizing,68000000,24449754,54462971,2017,3,0,Friday,12,-0.19907395588235294,-0.248554729047007,-13537029,"['Comedy', 'Drama', 'Science Fiction']",Drama
764,65,2012-06-22,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,2012,8,0,Friday,6,1.0368848888888889,0.5090542399057734,69989730,"['Action', 'Fantasy', 'Horror']",Horror
765,66,1996-09-20,Last Man Standing,67000000,18115927,18115927,1996,24,2,Friday,9,-0.7296130298507463,-2.6984030681951854,-48884073,"['Action', 'Thriller']",Thriller
769,70,2014-03-14,Need for Speed,66000000,43568507,194169619,2014,6,0,Friday,3,1.9419639242424245,0.6600910052771953,128169619,"['Action', 'Crime', 'Drama', 'Thriller']",Drama
771,72,2000-12-15,What Women Want,65000000,182805123,374105123,2000,20,2,Friday,12,4.755463430769232,0.8262520452038824,309105123,"['Comedy', 'Drama', 'Romance']",Drama
772,73,2012-11-09,Lincoln,65000000,182207973,273346281,2012,8,0,Friday,11,3.2053274,0.7622063861187122,208346281,"['Drama', 'History']",History
774,75,1995-06-30,Apollo 13,65000000,173772767,335802271,1995,25,2,Friday,6,4.166188784615383,0.8064337093181838,270802271,"['Drama', 'History']",History
776,77,2018-07-13,Hotel Transylvania 3: Summer Vacation,65000000,167500092,527079962,2018,2,0,Friday,7,7.108922492307693,0.8766790531111103,462079962,"['Animation', 'Comedy', 'Family', 'Fantasy']",Fantasy
779,80,1990-06-01,Total Recall,65000000,119394839,261400000,1990,30,3,Friday,6,3.0215384615384617,0.7513389441469013,196400000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Adventure
781,82,2014-12-25,Unbroken,65000000,115637895,163527824,2014,6,0,Thursday,12,1.5158126769230769,0.6025141262810421,98527824,"['Drama', 'War']",Drama
783,84,2010-11-05,Due Date,65000000,100539043,211739043,2010,10,1,Friday,11,2.2575237384615385,0.6930183537289342,146739043,"['Comedy', 'Drama']",Comedy
788,89,2014-12-19,Annie,65000000,85911262,139829625,2014,6,0,Friday,12,1.151225,0.5351485781357134,74829625,"['Comedy', 'Drama', 'Family']",Family
793,94,2000-07-07,The Kid,65000000,69688384,69688384,2000,20,2,Friday,7,0.07212898461538461,0.06727640577804186,4688384,['Drama'],Drama
795,96,2012-05-16,The Dictator,65000000,59650222,180148897,2012,8,0,Wednesday,5,1.7715214923076923,0.6391873551132539,115148897,['Comedy'],Comedy
797,98,2012-02-17,This Means War,65000000,54760791,156974557,2012,8,0,Friday,2,1.4149931846153847,0.5859201564747847,91974557,"['Action', 'Comedy', 'Romance']",Comedy
798,99,2015-02-27,Focus,65000000,53862963,168065700,2015,5,0,Friday,2,1.5856261538461538,0.6132464863443284,103065700,"['Comedy', 'Crime', 'Drama', 'Romance']",Drama
799,100,2004-12-08,Blade: Trinity,65000000,52397389,131353165,2004,16,1,Wednesday,12,1.020817923076923,0.5051508656072353,66353165,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",Adventure
800,1,2012-11-21,Red Dawn,65000000,44806783,48164150,2012,8,0,Wednesday,11,-0.2590130769230769,-0.3495514817556211,-16835850,"['Action', 'Science Fiction', 'Thriller', 'War']",Action
802,3,2015-09-18,Everest,65000000,43482270,221297061,2015,5,0,Friday,9,2.404570169230769,0.7062771656059182,156297061,"['Adventure', 'Drama']",Adventure
803,4,2012-09-14,Resident Evil: Retribution,65000000,42345531,240647629,2012,8,0,Friday,9,2.7022712153846156,0.7298955311959463,175647629,"['Action', 'Horror', 'Science Fiction']",Science Fiction
813,14,2014-01-24,"I, Frankenstein",65000000,19075290,74575290,2014,6,0,Friday,1,0.14731215384615384,0.12839762339509508,9575290,"['Horror', 'Thriller']",Horror
815,16,2014-08-22,Sin City: A Dame to Kill For,65000000,13757804,40650842,2014,6,0,Friday,8,-0.3746024307692308,-0.5989828697767196,-24349158,"['Crime', 'Thriller']",Crime
816,17,2016-12-25,Live by Night,65000000,10378555,21774432,2016,4,0,Sunday,12,-0.6650087384615384,-1.9851524944485348,-43225568,"['Crime', 'Drama', 'Thriller']",Thriller
820,21,2018-10-26,Air Strike,65000000,0,516279,2018,2,0,Friday,10,-0.9920572461538462,-124.90091791453844,-64483721,"['Action', 'Adventure', 'Drama', 'War']",Action
826,27,2011-04-01,Hop,63000000,108085305,188657593,2011,9,0,Friday,4,1.9945649682539683,0.6660616782066121,125657593,"['Animation', 'Comedy', 'Family']",Family
827,28,2017-09-15,American Assassin,63000000,36249674,68310140,2017,3,0,Friday,9,0.0842879365079365,0.07773575050497628,5310140,"['Action', 'Thriller']",Thriller
832,33,2015-12-25,The Hateful Eight,62000000,54117416,147864886,2015,5,0,Friday,12,1.3849175161290324,0.5806982869482616,85864886,"['Crime', 'Drama', 'Mystery', 'Western']",Drama
835,36,2014-10-03,Gone Girl,61000000,167767189,368567189,2014,6,0,Friday,10,5.042085065573772,0.8344942202654941,307567189,"['Drama', 'Mystery', 'Thriller']",Thriller
837,38,2015-09-18,Maze Runner: The Scorch Trials,61000000,81697192,310566162,2015,5,0,Friday,9,4.09124855737705,0.8035845257346484,249566162,"['Action', 'Science Fiction', 'Thriller']",Science Fiction
838,39,2013-08-02,2 Guns,61000000,75612460,132493015,2013,7,0,Friday,8,1.1720166393442624,0.5395983705254198,71493015,"['Action', 'Comedy', 'Crime']",Crime
839,40,2018-01-26,Maze Runner: The Death Cure,61000000,58032443,265878536,2018,2,0,Friday,1,3.358664524590164,0.7705719276263805,204878536,"['Action', 'Science Fiction']",Action
843,44,2014-02-07,The Lego Movie,60000000,257784718,457729388,2014,6,0,Friday,2,6.6288231333333325,0.8689181827232819,397729388,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Comedy
849,50,2016-09-09,Sully,60000000,125070033,238524556,2016,4,0,Friday,9,2.9754092666666665,0.7484535722183673,178524556,"['Drama', 'History']",History
850,51,2002-06-14,The Bourne Identity,60000000,121468960,214357371,2002,18,1,Friday,6,2.57262285,0.7200936001403003,154357371,"['Action', 'Drama', 'Mystery', 'Thriller']",Thriller
866,67,2010-08-13,Eat Pray Love,60000000,80574010,206598789,2010,10,1,Friday,8,2.44331315,0.7095820343845287,146598789,['Drama'],Drama
867,68,2012-12-21,Jack Reacher,60000000,80070736,217370736,2012,8,0,Friday,12,2.6228456,0.723973883954646,157370736,"['Action', 'Crime', 'Drama', 'Thriller']",Action
870,71,2011-09-09,Contagion,60000000,75658097,137551594,2011,9,0,Friday,9,1.2925265666666668,0.5638000385513526,77551594,"['Drama', 'Science Fiction', 'Thriller']",Science Fiction
879,80,2016-03-04,London Has Fallen,60000000,62524260,195194085,2016,4,0,Friday,3,2.25323475,0.6926136363199735,135194085,"['Action', 'Thriller']",Thriller
882,83,1996-11-22,Jingle All the Way,60000000,60592389,129832389,1996,24,2,Friday,11,1.16387315,0.537865701600854,69832389,['Animation'],Animation
884,85,2016-10-21,Jack Reacher: Never Go Back,60000000,58697076,159946489,2016,4,0,Friday,10,1.6657748166666666,0.6248745416349839,99946489,"['Action', 'Thriller']",Action
885,86,2017-05-25,Baywatch,60000000,58060186,175863783,2017,3,0,Thursday,5,1.93106305,0.6588268546457914,115863783,"['Action', 'Comedy']",Action
887,88,2015-12-25,Joy,60000000,56451232,101134059,2015,5,0,Friday,12,0.68556765,0.40672805389923095,41134059,"['Comedy', 'Drama']",Comedy
888,89,2012-08-17,ParaNorman,60000000,56003051,108119662,2012,8,0,Friday,8,0.8019943666666667,0.4450593084539979,48119662,"['Adventure', 'Animation', 'Comedy', 'Family']",Comedy
892,93,2008-12-19,The Tale of Despereaux,60000000,50877145,90482317,2008,12,1,Friday,12,0.5080386166666667,0.33688700743593913,30482317,"['Adventure', 'Animation', 'Family']",Adventure
893,94,2014-09-26,The Boxtrolls,60000000,50837305,111946251,2014,6,0,Friday,9,0.86577085,0.4640285006060632,51946251,"['Animation', 'Comedy', 'Family', 'Fantasy']",Fantasy
894,95,2017-08-04,The Dark Tower,60000000,50701325,113461527,2017,3,0,Friday,8,0.89102545,0.4711863872588283,53461527,"['Action', 'Fantasy', 'Horror', 'Science Fiction', 'Western']",Science Fiction
896,97,2014-01-17,Jack Ryan: Shadow Recruit,60000000,50577412,131377412,2014,6,0,Friday,1,1.1896235333333334,0.5433004876058908,71377412,"['Action', 'Drama', 'Thriller']",Drama
899,100,2018-12-25,Vice,60000000,47836282,70883171,2018,2,0,Tuesday,12,0.1813861833333333,0.1535367400535735,10883171,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Action
903,4,2013-01-11,Gangster Squad,60000000,46000903,104100903,2013,7,0,Friday,1,0.73501505,0.423636123502214,44100903,"['Action', 'Crime', 'Drama', 'Thriller']",Drama
904,5,2017-04-07,Smurfs: The Lost Village,60000000,45020282,197578586,2017,3,0,Friday,4,2.292976433333333,0.6963233657315474,137578586,"['Adventure', 'Animation', 'Comedy', 'Family']",Adventure
905,6,2018-10-12,First Man,60000000,44936545,105203825,2018,2,0,Friday,10,0.7533970833333333,0.4296785311750785,45203825,"['Drama', 'History']",History
907,8,2010-01-29,Edge of Darkness,60000000,43313890,82812456,2010,10,1,Friday,1,0.3802076,0.2754713131560788,22812456,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime
914,15,2009-04-17,State of Play,60000000,37017955,88832210,2009,11,1,Friday,4,0.4805368333333334,0.32456932006982603,28832210,['Documentary'],Documentary
917,18,2012-09-21,Trouble with the Curve,60000000,35763137,47818913,2012,8,0,Friday,9,-0.20301811666666664,-0.2547336657359819,-12181087,"['Drama', 'Romance']",Romance
921,22,2000-09-15,Almost Famous,60000000,32522352,47371191,2000,20,2,Friday,9,-0.21048015,-0.26659260055336165,-12628809,"['Drama', 'Music']",Music
925,26,2013-08-21,The Mortal Instruments: City of Bones,60000000,31165421,75965567,2013,7,0,Wednesday,8,0.26609278333333336,0.2101684701438482,15965567,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Romance']",Drama
927,28,2002-02-22,Dragonfly,60000000,30063805,30063805,2002,18,1,Friday,2,-0.4989365833333334,-0.9957553609731036,-29936195,['Drama'],Drama
928,29,2011-05-13,Priest,60000000,29136626,84154026,2011,9,0,Friday,5,0.4025671,0.2870216334034928,24154026,"['Fantasy', 'Horror']",Horror
934,35,1998-08-14,The Avengers,60000000,23385416,48585416,1998,22,2,Friday,8,-0.19024306666666665,-0.2349384844209217,-11414584,"['Action', 'Adventure', 'Science Fiction']",Science Fiction
946,47,2017-02-24,Rock Dog,60000000,9420546,24148488,2017,3,0,Friday,2,-0.5975252,-1.4846276089832209,-35851512,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music']",Comedy
947,48,2015-01-23,Mortdecai,60000000,7696134,30396134,2015,5,0,Friday,1,-0.4933977666666667,-0.9739352379483522,-29603866,"['Adventure', 'Comedy']",Adventure
951,52,2015-12-11,The Ridiculous 6,60000000,0,0,2015,5,0,Friday,12,-1.0,-inf,-60000000,"['Comedy', 'Western']",Comedy
953,54,2018-03-23,Sherlock Gnomes,59000000,43242871,87527651,2018,2,0,Friday,3,0.4835195084745762,0.3259273003910501,28527651,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Romance']",Romance
955,56,2016-02-12,Deadpool,58000000,363070709,801025593,2016,4,0,Friday,2,12.810786086206894,0.9275928253643202,743025593,"['Action', 'Adventure', 'Comedy']",Action
956,57,2014-12-25,American Sniper,58000000,350126372,547326372,2014,6,0,Thursday,12,8.436661586206897,0.8940303209069559,489326372,"['Action', 'War']",War
957,58,2015-10-16,Goosebumps,58000000,80069458,158905324,2015,5,0,Friday,10,1.7397469655172413,0.6350027894597163,100905324,"['Adventure', 'Comedy', 'Horror']",Comedy
960,61,2012-01-20,Red Tails,58000000,49876377,50365498,2012,8,0,Friday,1,-0.1316293448275862,-0.1515819817764931,-7634502,"['Action', 'Adventure', 'Drama', 'History', 'War']",History
962,63,2013-06-07,The Internship,58000000,44672764,93672764,2013,7,0,Friday,6,0.6150476551724138,0.3808232241337514,35672764,['Comedy'],Comedy
965,66,2017-03-24,Life,58000000,30234022,100929666,2017,3,0,Friday,3,0.7401666551724138,0.4253423963574793,42929666,['Drama'],Drama
969,70,2010-09-10,Resident Evil: Afterlife,57500000,60128566,295874190,2010,10,1,Friday,9,4.145638086956522,0.805660642450766,238374190,"['Action', 'Adventure', 'Horror', 'Science Fiction']",Action
970,71,2012-06-15,That's My Boy,57500000,36931089,58085235,2012,8,0,Friday,6,0.010178,0.010075452049044822,585235,['Comedy'],Comedy
972,73,2012-02-17,Ghost Rider: Spirit of Vengeance,57000000,51774002,149217355,2012,8,0,Friday,2,1.617848333333333,0.6180069000686951,92217355,"['Action', 'Fantasy', 'Thriller']",Action
976,77,2014-12-25,Into the Woods,56200000,128002372,213116401,2014,6,0,Thursday,12,2.7921067793594307,0.7362943455487502,156916401,"['Comedy', 'Fantasy']",Fantasy
983,84,2018-11-02,Bohemian Rhapsody,55000000,216303339,894985342,2018,2,0,Friday,11,15.272460763636365,0.9385464795690476,839985342,"['Drama', 'Music']",Drama
990,91,2017-02-10,Fifty Shades Darker,55000000,114434010,381398492,2017,3,0,Friday,2,5.934518036363636,0.8557938713611903,326398492,"['Drama', 'Romance']",Romance
991,92,2013-10-11,Captain Phillips,55000000,107136417,220648184,2013,7,0,Friday,10,3.0117851636363637,0.7507344089448749,165648184,"['Action', 'Drama', 'Thriller']",Drama
994,95,2017-11-10,Murder on the Orient Express,55000000,102826543,345922730,2017,3,0,Friday,11,5.289504181818182,0.8410049550661213,290922730,"['Crime', 'Drama', 'Mystery']",Mystery
995,96,2014-09-26,The Equalizer,55000000,101530738,192903624,2014,6,0,Friday,9,2.5073386181818185,0.7148835316852316,137903624,"['Action', 'Crime', 'Thriller']",Thriller
996,97,2018-02-09,Fifty Shades Freed,55000000,100407760,371350619,2018,2,0,Friday,2,5.7518294363636375,0.851891993210869,316350619,"['Drama', 'Romance']",Romance
998,99,2010-04-09,Date Night,55000000,98711404,152269033,2010,10,1,Friday,4,1.7685278727272726,0.6387972070460315,97269033,['Comedy'],Comedy
1004,5,2015-01-16,Paddington,55000000,76223578,258789097,2015,5,0,Friday,1,3.7052563090909088,0.7874717264460334,203789097,"['Adventure', 'Comedy', 'Family']",Family
1014,15,1996-03-15,Executive Decision,55000000,56679192,122079192,1996,24,2,Friday,3,1.2196216727272726,0.5494727717398392,67079192,"['Action', 'Adventure', 'Drama', 'Thriller']",Adventure
1015,16,2013-11-01,Free Birds,55000000,55750480,110387072,2013,7,0,Friday,11,1.0070376727272727,0.5017532487862347,55387072,"['Animation', 'Comedy', 'Family']",Family
1019,20,2014-03-21,Muppets Most Wanted,55000000,51178893,79312301,2014,6,0,Friday,3,0.4420418363636364,0.30653884319911484,24312301,"['Adventure', 'Comedy', 'Crime', 'Family']",Crime
1021,22,2016-08-19,Kubo and the Two Strings,55000000,48023088,77548122,2016,4,0,Friday,8,0.4099658545454545,0.2907629665100078,22548122,"['Adventure', 'Animation', 'Family']",Family
1023,24,2010-11-24,Burlesque,55000000,39440655,90552675,2010,10,1,Wednesday,11,0.6464122727272728,0.3926187161229638,35552675,"['Drama', 'Romance']",Drama
1026,27,2012-07-27,The Watch,55000000,34353000,67130045,2012,8,0,Friday,7,0.2205462727272728,0.1806947246944345,12130045,"['Action', 'Comedy', 'Science Fiction']",Comedy
1027,28,2003-03-14,The Hunted,55000000,34234008,47213095,2003,17,1,Friday,3,-0.1415800909090909,-0.16493104296593986,-7786905,['Thriller'],Thriller
1031,32,2018-02-23,Annihilation,55000000,32732301,43070915,2018,2,0,Friday,2,-0.21689245454545453,-0.2769638165337328,-11929085,['Science Fiction'],Science Fiction
1032,33,2015-10-16,Crimson Peak,55000000,31090320,74966854,2015,5,0,Friday,10,0.3630337090909091,0.26634242914875417,19966854,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",Fantasy
1040,41,1997-01-10,Turbulence,55000000,11532774,11532774,1997,23,2,Friday,1,-0.7903131999999999,-3.7690174107287633,-43467226,"['Action', 'Drama', 'Thriller']",Drama
1041,42,2013-02-01,Bullet to the Head,55000000,9489829,22597969,2013,7,0,Friday,2,-0.5891278363636364,-1.4338470417407865,-32402031,"['Action', 'Crime', 'Thriller']",Crime
1058,59,2015-09-18,Black Mass,53000000,62575678,98837872,2015,5,0,Friday,9,0.8648655094339622,0.4637683012843498,45837872,"['Crime', 'Drama']",Drama
1064,65,1998-10-16,Beloved,53000000,22852487,22852487,1998,22,2,Friday,10,-0.568821,-1.319222411110003,-30147513,"['Drama', 'Music', 'Romance']",Drama
1065,66,2012-12-19,Zero Dark Thirty,52500000,95720716,134612435,2012,8,0,Wednesday,12,1.5640463809523808,0.6099914543556099,82112435,"['Drama', 'History', 'Thriller']",Drama
1068,69,2006-06-02,The Break-Up,52000000,118703275,205727307,2006,14,1,Friday,6,2.956294365384615,0.7472382215162132,153727307,"['Comedy', 'Romance']",Comedy
1069,70,2010-02-12,Valentine's Day,52000000,110485654,217569328,2010,10,1,Friday,2,3.1840255384615386,0.7609957227059138,165569328,"['Comedy', 'Romance']",Comedy
1071,72,2011-08-05,The Change-Up,52000000,37243418,75997067,2011,9,0,Friday,8,0.4614820576923077,0.3157630675404881,23997067,['Comedy'],Comedy
1079,80,2006-11-22,Deck the Halls,51000000,35093569,46815807,2006,14,1,Wednesday,11,-0.08204299999999999,-0.08937564613593013,-4184193,"['Action', 'Drama', 'Mystery', 'TV Movie']",Drama
1080,81,2011-03-04,The Adjustment Bureau,50200000,62495645,126931325,2011,9,0,Friday,3,1.5285124501992031,0.6045105493068791,76731325,"['Romance', 'Science Fiction', 'Thriller']",Science Fiction
1083,84,2012-06-29,Ted,50000000,218665740,556016627,2012,8,0,Friday,6,10.12033254,0.9100746316350716,506016627,"['Comedy', 'Fantasy']",Comedy
1084,85,2014-06-13,22 Jump Street,50000000,191719337,331333876,2014,6,0,Friday,6,5.62667752,0.8490948145610079,281333876,"['Action', 'Comedy', 'Crime']",Action
1090,91,2016-06-17,Central Intelligence,50000000,127440871,217194805,2016,4,0,Friday,6,3.3438961000000003,0.7697919156031379,167194805,"['Action', 'Comedy', 'Mystery']",Action
1091,92,2013-12-18,Anchorman 2: The Legend Continues,50000000,127352707,172185754,2013,7,0,Wednesday,12,2.44371508,0.7096159302470517,122185754,['Comedy'],Comedy
1092,93,2011-06-10,Super 8,50000000,127004179,257972745,2011,9,0,Friday,6,4.1594549,0.8061810754465554,207972745,"['Mystery', 'Science Fiction', 'Thriller']",Thriller
1095,96,2018-11-21,Creed II,50000000,115715889,213591522,2018,2,0,Wednesday,11,3.27183044,0.7659083116604225,163591522,['Drama'],Drama
1096,97,2018-02-09,Peter Rabbit,50000000,115234093,347136477,2018,2,0,Friday,2,5.94272954,0.8559644309577987,297136477,"['Adventure', 'Animation', 'Family']",Animation
1099,100,2018-12-14,The Mule,50000000,103804407,170857676,2018,2,0,Friday,12,2.41715352,0.7073587726898498,120857676,"['Comedy', 'Crime']",Crime
1101,2,2014-02-28,Non-Stop,50000000,91742160,222383055,2014,6,0,Friday,2,3.4476611000000004,0.7751627254153874,172383055,"['Drama', 'Mystery', 'TV Movie', 'Thriller']",Drama
1106,7,2017-07-28,The Emoji Movie,50000000,86089513,216562312,2017,3,0,Friday,7,3.33124624,0.7691195686902346,166562312,"['Animation', 'Comedy', 'Family']",Comedy
1108,9,2017-12-22,The Post,50000000,81903458,179748880,2017,3,0,Friday,12,2.5949776,0.7218341499540915,129748880,"['Drama', 'History']",Drama
1109,10,1999-02-05,Payback,50000000,81526121,161626121,1999,21,2,Friday,2,2.23252242,0.6906440636535477,111626121,['Documentary'],Documentary
1113,14,2011-12-23,We Bought a Zoo,50000000,75624550,118729073,2011,9,0,Friday,12,1.37458146,0.5788731543452714,68729073,"['Comedy', 'Drama', 'Family']",Family
1114,15,2011-09-23,Moneyball,50000000,75605492,111300835,2011,9,0,Friday,9,1.2260167,0.5507670719631169,61300835,['Drama'],Drama
1125,26,2012-04-06,American Reunion,50000000,56758835,236799211,2012,8,0,Friday,4,3.73598422,0.7888506478174034,186799211,['Comedy'],Comedy
1126,27,2013-01-25,Hansel & Gretel: Witch Hunters,50000000,55703475,214949716,2013,7,0,Friday,1,3.29899432,0.767387457260004,164949716,"['Action', 'Fantasy', 'Horror']",Action
1129,30,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,69411370,2016,4,0,Friday,1,0.3882274000000001,0.27965692076096466,19411370,"['Action', 'Drama', 'History', 'Thriller', 'War']",Drama
1131,32,2017-09-29,American Made,50000000,51342000,135569212,2017,3,0,Friday,9,1.71138424,0.6311846970092295,85569212,"['Action', 'Crime']",Crime
1134,35,2014-10-17,The Book of Life,50000000,50151543,97651543,2014,6,0,Friday,10,0.95303086,0.4879753205742996,47651543,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",Romance
1139,40,2014-08-08,Into the Storm,50000000,47602194,150429371,2014,6,0,Friday,8,2.00858742,0.6676181009890682,100429371,"['Action', 'Thriller']",Thriller
1140,41,2014-10-10,The Judge,50000000,47119388,76119388,2014,6,0,Friday,10,0.52238776,0.3431371255901321,26119388,['Drama'],Drama
1144,45,2016-08-19,War Dogs,50000000,43034523,86234503,2016,4,0,Friday,8,0.72469006,0.4201856767238515,36234503,"['Comedy', 'Crime', 'Drama']",Comedy
1155,56,2016-05-20,The Nice Guys,50000000,36261763,59596747,2016,4,0,Friday,5,0.19193494,0.16102803396299467,9596747,"['Comedy', 'Crime', 'Mystery']",Crime
1158,59,2010-06-04,Marmaduke,50000000,33644788,89895930,2010,10,1,Friday,6,0.7979185999999999,0.4438012933399766,39895930,"['Comedy', 'Family']",Family
1160,61,2010-10-15,Hereafter,50000000,32746941,108660270,2010,10,1,Friday,10,1.1732053999999998,0.5398502138822221,58660270,"['Drama', 'Fantasy']",Drama
1162,63,1995-10-06,Assassins,50000000,30306268,83306268,1995,25,2,Friday,10,0.66612536,0.3998050662886495,33306268,"['Action', 'Adventure', 'Crime', 'Thriller']",Action
1163,64,2016-02-12,Zoolander 2,50000000,28848693,55348693,2016,4,0,Friday,2,0.10697386,0.09663630178222997,5348693,['Comedy'],Comedy
1167,68,2013-03-29,The Host,50000000,26623701,64477051,2013,7,0,Friday,3,0.28954102,0.2245302906300724,14477051,"['Action', 'Adventure', 'Romance', 'Science Fiction', 'Thriller']",Romance
1169,70,2015-03-13,Run All Night,50000000,26461644,66961644,2015,5,0,Friday,3,0.33923288,0.2533038764699385,16961644,"['Action', 'Drama', 'Thriller']",Action
1170,71,2002-08-09,Blood Work,50000000,26199517,26199517,2002,18,1,Friday,8,-0.47600966,-0.9084321287297014,-23800483,"['Crime', 'Thriller']",Thriller
1173,74,2004-02-27,Twisted,50000000,25195050,40119848,2004,16,1,Friday,2,-0.19760304,-0.2462659379965747,-9880152,"['TV Movie', 'Thriller']",Thriller
1177,78,2011-04-08,Your Highness,50000000,21596445,26121638,2011,9,0,Friday,4,-0.47756724,-0.9141219245133096,-23878362,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Science Fiction']",Action
1178,79,2016-09-16,Snowden,50000000,21587519,35380918,2016,4,0,Friday,9,-0.29238164,-0.4131911444468456,-14619082,"['Crime', 'Drama', 'History', 'Thriller']",History
1179,80,2011-09-30,Dream House,50000000,21302340,41642166,2011,9,0,Friday,9,-0.16715668,-0.2007060343595,-8357834,"['Drama', 'Mystery', 'Thriller']",Drama
1180,81,2016-06-24,Free State of Jones,50000000,20810036,23237252,2016,4,0,Friday,6,-0.53525496,-1.1517174233855192,-26762748,"['Action', 'Drama', 'History', 'War']",History
